symbol,currency,close_price,volume,trading_date_local,daily_return,volume_ma_20,close_ma_20,close_ma_50,price_change,price_volatility,year_month
XTB,PLN,7.43843,16031,2016-06-03,0.5777681625809716,328992.4,7.1824095,,0.0427300000000006,,2016-06
XTB,PLN,7.43843,4616,2016-06-06,0.0,193846.05,7.2342105000000005,,0.0,2.373701950801065,2016-06
XTB,PLN,7.43843,98409,2016-06-07,0.0,169632.3,7.287354499999999,,0.0,2.3643872941186417,2016-06
XTB,PLN,7.25224,2861,2016-06-08,-2.5030819675657456,166803.4,7.33278,,-0.18619000000000074,2.4627599423566022,2016-06
XTB,PLN,7.27895,9214,2016-06-09,0.3683000011031057,150988.45,7.376607,,0.026710000000000456,2.4632278656897992,2016-06
XTB,PLN,7.3316,27456,2016-06-10,0.7233186105138678,122382.2,7.420418500000001,,0.052649999999999864,2.462993087609383,2016-06
XTB,PLN,7.27895,20963,2016-06-13,-0.7181242839216506,110051.85,7.454959,,-0.052649999999999864,2.458731859905659,2016-06
XTB,PLN,7.27895,31812,2016-06-14,0.0,99177.3,7.473597,,0.0,2.241827007142991,2016-06
XTB,PLN,7.22064,106897,2016-06-15,-0.8010770784247723,66356.4,7.489319500000001,,-0.05830999999999964,2.2543412899049526,2016-06
XTB,PLN,7.16754,41764,2016-06-16,-0.7353918766203615,56828.95,7.4869465,,-0.05310000000000059,2.0302844699632088,2016-06
XTB,PLN,7.27895,40862,2016-06-17,1.5543687234392811,53818.35,7.481643,,0.11141000000000023,1.988493902856195,2016-06
XTB,PLN,7.30489,32190,2016-06-20,0.35637008084956623,50232.2,7.467029999999999,,0.025940000000000296,1.8696629075462838,2016-06
XTB,PLN,7.3583,39313,2016-06-21,0.7311540625526192,48721.2,7.4630235,,0.05340999999999951,1.8238486528434619,2016-06
XTB,PLN,7.43843,47889,2016-06-22,1.0889743554897358,41992.75,7.45772,,0.08013000000000048,1.811118709098392,2016-06
XTB,PLN,7.5445,15532,2016-06-23,1.4259729539701338,39750.15,7.4364305,,0.10606999999999989,1.280379903541968,2016-06
XTB,PLN,7.64523,207626,2016-06-24,1.33514480747563,49682.4,7.4228865,,0.10072999999999954,1.324637865570411,2016-06
XTB,PLN,7.97029,130666,2016-06-27,4.251801450054482,49975.25,7.425824,,0.32506000000000057,1.6529274902583924,2016-06
XTB,PLN,7.91154,62539,2016-06-28,-0.737112451366273,49082.9,7.431165999999999,,-0.058750000000000746,1.6311249921112403,2016-06
XTB,PLN,7.87338,60543,2016-06-29,-0.48233340158805316,50400.45,7.442268499999999,,-0.03815999999999953,1.565631635814466,2016-06
XTB,PLN,8.02295,173348,2016-06-30,1.899692381162854,58526.55,7.473631,,0.14956999999999976,1.3769573076797104,2016-06
XTB,PLN,7.93748,1854,2016-07-01,-1.0653188665017188,57817.7,7.4985835,,-0.08546999999999993,1.4153287506535548,2016-07
XTB,PLN,7.97029,15206,2016-07-04,0.4133553722340144,58347.2,7.525176499999999,,0.03281000000000045,1.4132014590513235,2016-07
XTB,PLN,7.8047,59435,2016-07-05,-2.077590652284922,56398.5,7.54349,,-0.1655899999999999,1.5134924978155648,2016-07
XTB,PLN,7.70398,203911,2016-07-06,-1.290504439632545,66451.0,7.566077,,-0.10072000000000081,1.4186587672251245,2016-07
XTB,PLN,7.74137,2456,2016-07-07,0.48533355486384266,66113.1,7.5891980000000006,,0.037390000000000256,1.4191442852860252,2016-07
XTB,PLN,7.81005,1338,2016-07-08,0.8871814678797163,64807.2,7.613120499999999,,0.06868000000000052,1.4220780493266725,2016-07
XTB,PLN,7.88407,4719,2016-07-11,0.9477532154083423,63995.0,7.6433765000000005,,0.07401999999999997,1.4063974481416734,2016-07
XTB,PLN,7.88407,40984,2016-07-12,0.0,64453.6,7.673632499999999,,0.0,1.4063974481416734,2016-07
XTB,PLN,7.8047,67658,2016-07-13,-1.0067135375510405,62491.65,7.702835500000001,,-0.07936999999999994,1.4164285272329968,2016-07
XTB,PLN,7.8215,36147,2016-07-14,0.2152549105026491,62210.8,7.7355335,,0.016799999999999926,1.392095228380065,2016-07
XTB,PLN,7.8047,20385,2016-07-15,-0.21479255897206562,61186.95,7.761821,7.4369857999999995,-0.016799999999999926,1.3740946122122468,2016-07
XTB,PLN,7.7986,117327,2016-07-18,-0.07815803298012458,65443.8,7.7865065,7.464909600000001,-0.006099999999999994,1.3775556521113075,2016-07
XTB,PLN,7.53839,559500,2016-07-19,-3.3366245223501734,91453.15,7.795511,7.4881664,-0.2602100000000007,1.5987481025868255,2016-07
XTB,PLN,7.49109,16512,2016-07-20,-0.6274549340111069,89884.3,7.798143999999999,7.5111136,-0.0472999999999999,1.5907832986346204,2016-07
XTB,PLN,7.6933,69596,2016-07-21,2.699340149430851,92587.5,7.805583999999999,7.536931400000001,0.20221,1.672264222424751,2016-07
XTB,PLN,7.62844,4216,2016-07-22,-0.8430712438095456,82417.0,7.8047445,7.5603928,-0.06485999999999947,1.6592166001330775,2016-07
XTB,PLN,7.57654,3610,2016-07-25,-0.6803488000167834,76064.2,7.785057,7.5801608,-0.05190000000000072,1.3277502873555784,2016-07
XTB,PLN,7.72993,29481,2016-07-26,2.024538905621842,74411.3,7.7759765000000005,7.596635600000001,0.1533900000000008,1.4145970910725212,2016-07
XTB,PLN,7.43843,277118,2016-07-27,-3.771056141517448,85240.05,7.7542290000000005,7.6072804,-0.2915000000000001,1.6346156502384661,2016-07
XTB,PLN,7.53839,238090,2016-07-28,1.343831964540887,88477.15,7.730001,7.6137482,0.09995999999999938,1.6001278130999845,2016-07
XTB,PLN,7.43309,33638,2016-07-29,-1.3968499905152143,90066.35,7.7047815,7.6147096,-0.10529999999999973,1.6101727596037512,2016-07
XTB,PLN,7.42165,11163,2016-08-01,-0.15390638348251606,89864.2,7.6773495,7.6111996,-0.011440000000000339,1.6016349757818389,2016-08
XTB,PLN,7.37968,10789,2016-08-02,-0.5655076701272632,87431.9,7.656098500000001,7.6100246,-0.04197000000000006,1.5503469014515456,2016-08
XTB,PLN,7.30031,142356,2016-08-03,-1.0755208897946789,84354.15,7.635915,7.6051408,-0.07936999999999994,1.543615650518684,2016-08
XTB,PLN,7.32092,127291,2016-08-04,0.28231677832859514,90595.9,7.614892499999999,7.592153400000001,0.02061000000000046,1.539135804870846,2016-08
XTB,PLN,7.19868,9746,2016-08-05,-1.6697354977243228,91016.3,7.584324,7.5778048,-0.12223999999999968,1.5443612161570313,2016-08
XTB,PLN,7.10878,15356,2016-08-08,-1.248840065123047,91548.15,7.5455595,7.561749600000001,-0.08990000000000009,1.521759934267975,2016-08
XTB,PLN,7.17181,106585,2016-08-09,0.8866500299629321,94828.2,7.509946500000001,7.5490918,0.06302999999999948,1.5499059805706341,2016-08
XTB,PLN,7.17181,11962,2016-08-10,0.0,92043.4,7.478301999999999,7.539501400000001,0.0,1.5475901309256002,2016-08
XTB,PLN,7.13564,19964,2016-08-11,-0.504335725569971,91234.25,7.444008999999999,7.534300200000001,-0.03616999999999937,1.5406256282927835,2016-08
XTB,PLN,7.12504,8918,2016-08-12,-0.14855009501600902,90660.9,7.410026,7.5280324,-0.010600000000000165,1.5412210207284271,2016-08
XTB,PLN,7.0868,22569,2016-08-16,-0.5366987413404023,85923.0,7.374436,7.520999800000001,-0.03824000000000005,1.5389143263583656,2016-08
XTB,PLN,6.01431,888685,2016-08-17,-15.133628718180281,102382.25,7.2982320000000005,7.4925174,-1.0724900000000002,3.5904487331070296,2016-08
XTB,PLN,5.89169,109287,2016-08-18,-2.0388041188432293,107021.0,7.218262,7.4653064,-0.1226200000000004,3.59544992627229,2016-08
XTB,PLN,5.9509,12938,2016-08-19,1.0049748034944184,104188.1,7.131142,7.4387454,0.05921000000000021,3.519722639365872,2016-08
XTB,PLN,6.06742,42958,2016-08-22,1.9580231561612704,106125.2,7.053091,7.4134618,0.1165200000000004,3.590167886052344,2016-08
XTB,PLN,5.9509,40461,2016-08-23,-1.920420870814954,107967.75,6.971809,7.386900799999999,-0.1165200000000004,3.5937694225887293,2016-08
XTB,PLN,6.05651,7410,2016-08-24,1.7746895427582565,106864.2,6.8881380000000005,7.362451999999999,0.10561000000000043,3.5826320225025214,2016-08
XTB,PLN,6.18928,14516,2016-08-25,2.1921865893063774,93734.1,6.8256805,7.3418247999999995,0.13276999999999983,3.600733801564815,2016-08
XTB,PLN,6.158,49605,2016-08-26,-0.5053899645839244,84309.85,6.756660999999999,7.321634,-0.03127999999999975,3.565068046986086,2016-08
XTB,PLN,6.03041,17984,2016-08-29,-2.0719389412146905,83527.15,6.686527,7.2966632,-0.12759000000000054,3.5728090381498565,2016-08
XTB,PLN,6.05155,11619,2016-08-30,0.35055659565434993,83549.95,6.618022000000001,7.271596400000001,0.021139999999999937,3.5806733848113494,2016-08
XTB,PLN,5.9509,33746,2016-08-31,-1.663210251918923,84697.8,6.546583,7.243448400000001,-0.1006499999999999,3.5829060451014962,2016-08
XTB,PLN,5.94472,57802,2016-09-01,-0.10384983783965351,80470.1,6.4788035,7.213574199999999,-0.00617999999999963,3.5884599337578633,2016-09
XTB,PLN,5.72739,50512,2016-09-02,-3.6558492241855034,76631.15,6.399127,7.177232,-0.21733000000000047,3.6248673191150558,2016-09
XTB,PLN,5.04727,89449,2016-09-05,-11.874867959052892,80616.3,6.2915565,7.1252728,-0.6801199999999996,4.347801365520505,2016-09
XTB,PLN,4.89313,238865,2016-09-06,-3.053928163145625,91791.75,6.180774,7.0637296,-0.15413999999999994,4.357498853850136,2016-09
XTB,PLN,5.20133,45926,2016-09-07,6.298626850298272,88758.8,6.08225,7.0095254,0.30819999999999936,4.68567890882072,2016-09
XTB,PLN,5.13228,12277,2016-09-08,-1.3275450702031955,88774.55,5.9802735,6.9547034000000005,-0.06904999999999983,4.672971388502825,2016-09
XTB,PLN,5.31304,17571,2016-09-09,3.52202140179414,88654.9,5.8891435,6.9005052000000004,0.18076000000000025,4.805160924088072,2016-09
XTB,PLN,5.36608,56499,2016-09-12,0.9982985258910171,91033.95,5.8011954999999995,6.849077199999999,0.0530400000000002,4.827004655264591,2016-09
XTB,PLN,5.36608,31333,2016-09-13,0.0,91472.15,5.7151595,6.796993,0.0,4.832897294605114,2016-09
XTB,PLN,5.52541,15047,2016-09-14,2.9692065716500737,47790.25,5.6907145,6.7514072,0.15932999999999975,3.648320637528869,2016-09
XTB,PLN,5.44575,8046,2016-09-15,-1.4417029686484728,42728.2,5.6684175,6.7062425999999995,-0.07965999999999962,3.6362599791676704,2016-09
XTB,PLN,5.4137,1639,2016-09-16,-0.5885323417343824,42163.25,5.6415575,6.6596892,-0.03204999999999991,3.6229604979127683,2016-09
XTB,PLN,5.41911,78399,2016-09-19,0.09993165487558464,43935.3,5.609142,6.6118704,0.005409999999999471,3.5827169841412623,2016-09
XTB,PLN,5.31304,9538,2016-09-20,-1.9573324771041678,42389.15,5.577249,6.5604498,-0.10606999999999989,3.583496578358038,2016-09
XTB,PLN,5.30755,6395,2016-09-21,-0.10333067321156575,42338.4,5.539801,6.5089194,-0.005489999999999995,3.545100682745143,2016-09
XTB,PLN,5.31304,2493,2016-09-22,0.10343755593447135,41737.25,5.495989,6.459086199999999,0.005489999999999995,3.4889662378923862,2016-09
XTB,PLN,5.31304,19005,2016-09-23,0.0,40207.25,5.453741,6.408916999999999,0.0,3.492280597056229,2016-09
XTB,PLN,5.4137,41106,2016-09-26,1.8945838917079572,41363.35,5.4229055,6.361097,0.10066000000000042,3.521282009934926,2016-09
XTB,PLN,5.44575,10857,2016-09-27,0.5920165506031028,41325.25,5.3926155,6.31404,0.03204999999999991,3.5246798056018402,2016-09
XTB,PLN,5.52037,20196,2016-09-28,1.3702428499288377,40647.75,5.371089,6.2736796,0.07461999999999946,3.5356372510285294,2016-09
XTB,PLN,5.47222,24397,2016-09-29,-0.8722241443961165,38977.5,5.3474639999999996,6.233302200000001,-0.04814999999999969,3.5374199801515256,2016-09
XTB,PLN,5.49878,96727,2016-09-30,0.4853606031921309,41288.25,5.3360335,6.189411799999999,0.026559999999999917,3.454031427143742,2016-09
XTB,PLN,5.37112,4638,2016-10-03,-2.321605883486877,37047.7,5.352226,6.1442654,-0.12765999999999966,2.1673082192080497,2016-10
XTB,PLN,5.13754,63918,2016-10-04,-4.3488136552525365,28300.35,5.3644465,6.0954854,-0.2335799999999999,2.289708187441395,2016-10
XTB,PLN,5.20133,1671,2016-10-05,1.2416448339088282,26087.6,5.3644465,6.0449133999999995,0.06378999999999913,1.819771102296418,2016-10
XTB,PLN,5.12701,588,2016-10-06,-1.4288653094496895,25503.15,5.364183000000001,5.998685,-0.07431999999999928,1.8238440541953869,2016-10
XTB,PLN,4.94632,7351,2016-10-07,-3.5242763325993187,24992.15,5.345847000000001,5.946843599999999,-0.18069000000000024,1.7901210940253927,2016-10
XTB,PLN,5.04727,637,2016-10-10,2.0409112228889414,22199.05,5.329906500000001,5.899127200000001,0.1009500000000001,1.8455182214373032,2016-10
XTB,PLN,4.75509,58540,2016-10-11,-5.788872004073486,23559.4,5.299357,5.845796,-0.2921800000000001,2.2147462756845675,2016-10
XTB,PLN,4.74974,15932,2016-10-12,-0.11251101451287271,23603.65,5.2605735000000005,5.7931972,-0.005349999999999966,2.0564463690992723,2016-10
XTB,PLN,4.86665,473,2016-10-13,2.461397887042227,23225.0,5.2316185,5.744524,0.11690999999999985,2.16783478589698,2016-10
XTB,PLN,4.82415,2300,2016-10-14,-0.8732906619543068,23258.05,5.202141,5.6945885999999994,-0.04249999999999954,2.1691199712095095,2016-10
XTB,PLN,4.78157,79108,2016-10-17,-0.8826425380637049,23293.5,5.170264,5.6462464,-0.04258000000000006,2.16469795890693,2016-10
XTB,PLN,3.71899,877472,2016-10-18,-22.22240812118197,66690.2,5.090561500000001,5.5784506,-1.0625800000000005,5.302114600540955,2016-10
XTB,PLN,3.66054,533954,2016-10-19,-1.571663274168511,93068.15,5.008211,5.508225199999999,-0.05844999999999967,5.290241654987379,2016-10
XTB,PLN,3.81994,119593,2016-10-20,4.354548782420076,98923.15,4.933556,5.4411878,0.15939999999999976,5.449022117582714,2016-10
XTB,PLN,3.8465,677365,2016-10-21,0.695298879039985,131841.15,4.8602289999999995,5.375405,0.026559999999999917,5.461134683139221,2016-10
XTB,PLN,3.98462,2898935,2016-10-24,3.5907968282854696,274732.6,4.788775,5.312596600000001,0.13812000000000024,5.52841155846693,2016-10
XTB,PLN,4.19713,925094,2016-10-25,5.333256370745509,320444.45,4.726344,5.2548032000000005,0.21250999999999953,5.714839295087607,2016-10
XTB,PLN,4.25032,250445,2016-10-26,1.267294556041887,331956.9,4.662841500000001,5.219523400000001,0.05319000000000074,5.712525396630697,2016-10
XTB,PLN,4.25032,93459,2016-10-27,0.0,335410.0,4.6017465,5.186696,0.0,5.717874268435813,2016-10
XTB,PLN,4.25032,3031,2016-10-28,0.0,330725.2,4.5393235,5.152684400000001,0.0,5.711906718407597,2016-10
XTB,PLN,4.20254,13579,2016-10-31,-1.1241506521861955,331172.25,4.4808945,5.1153868,-0.04778000000000038,5.70474875725264,2016-10
XTB,PLN,4.24498,9082,2016-11-02,1.009865462315651,328430.45,4.4362665,5.0812684,0.04244000000000003,5.667109270043065,2016-11
XTB,PLN,4.25032,92827,2016-11-03,0.12579564568031554,332988.25,4.3887160000000005,5.0451445999999995,0.0053400000000003445,5.651664803709667,2016-11
XTB,PLN,4.50534,95537,2016-11-04,6.0000188221122075,337735.7,4.357632499999999,5.0114658,0.25502,5.851013727174472,2016-11
XTB,PLN,4.40965,2549,2016-11-07,-2.123924054566362,337495.6,4.330799,4.976498800000001,-0.09569000000000027,5.820727773788314,2016-11
XTB,PLN,4.44688,1905,2016-11-08,0.8442846937965598,337559.0,4.3007795,4.9448282,0.037230000000000096,5.80052933877913,2016-11
XTB,PLN,4.44688,371278,2016-11-09,0.0,353195.9,4.285369,4.9127348,0.0,5.6629444224236565,2016-11
XTB,PLN,4.25559,10721,2016-11-10,-4.301667686108024,352935.35,4.260661499999999,4.8788286,-0.1912900000000004,5.738016401382563,2016-11
XTB,PLN,4.19178,3025,2016-11-14,-1.4994395606719668,353062.95,4.226918,4.8437698000000005,-0.06381000000000014,5.703366558827676,2016-11
XTB,PLN,4.38317,2279,2016-11-15,4.565840764543938,353061.9,4.204869,4.8168854,0.19139000000000017,5.816641859496418,2016-11
XTB,PLN,4.19178,3211,2016-11-16,-4.366474492205419,349267.05,4.1753795,4.7997756,-0.19139000000000017,5.886846640704192,2016-11
XTB,PLN,3.98462,10649,2016-11-17,-4.942053256611745,305925.9,4.188661,4.7816054,-0.20715999999999957,3.1654803013325483,2016-11
XTB,PLN,4.22384,2478,2016-11-18,6.003583779632682,279352.1,4.216825999999999,4.7620556,0.23922,3.3649616590762665,2016-11
XTB,PLN,4.28221,110,2016-11-21,1.3819178756771189,273377.95,4.2399395,4.7450542,0.05837000000000003,3.2624641288671903,2016-11
XTB,PLN,4.25032,2318,2016-11-22,-0.7447089236632398,239625.6,4.260130500000001,4.7237998,-0.03188999999999975,3.276644032766234,2016-11
XTB,PLN,4.25032,12448,2016-11-23,0.0,95301.25,4.2734155000000005,4.7014846,0.0,3.1987674944404993,2016-11
XTB,PLN,4.30335,9370,2016-11-24,1.2476707636130957,49515.05,4.278726499999999,4.68023,0.05302999999999969,2.9887858436285977,2016-11
XTB,PLN,4.35662,3561,2016-11-25,1.2378728200123312,37170.85,4.2840415,4.6568542,0.05327000000000037,2.988223060312125,2016-11
XTB,PLN,4.35662,472,2016-11-28,0.0,32521.5,4.2893565,4.635071600000001,0.0,2.988223060312125,2016-11
XTB,PLN,4.55317,20487,2016-11-29,4.511524989556115,33394.3,4.304499000000001,4.617861,0.19654999999999934,3.141411974442342,2016-11
XTB,PLN,4.50534,25308,2016-11-30,-1.050476920475174,33980.75,4.3196390000000005,4.5995856,-0.04782999999999937,3.1395840623388898,2016-11
XTB,PLN,4.2716,32424,2016-12-01,-5.188065717570711,35147.85,4.320970000000001,4.5787568,-0.23374000000000006,3.3729137056870684,2016-12
XTB,PLN,4.45757,1729,2016-12-02,4.353637981084346,30592.95,4.3313325,4.5617572,0.1859699999999993,3.5054810113857844,2016-12
XTB,PLN,4.42032,925,2016-12-05,-0.835657095682163,25862.35,4.3270815,4.543902800000001,-0.03724999999999934,3.2435730916590106,2016-12
XTB,PLN,4.17065,56115,2016-12-06,-5.648233612046183,28540.65,4.315131500000001,4.5210550000000005,-0.24967000000000006,3.45151121429717,2016-12
XTB,PLN,3.93685,740311,2016-12-07,-5.605840816179731,65460.95,4.28963,4.491518,-0.2338,3.642731772178821,2016-12
XTB,PLN,3.96875,7074,2016-12-08,0.8102924927289479,47250.75,4.2657235,4.461978,0.03189999999999982,3.653590808266747,2016-12
XTB,PLN,3.81994,49005,2016-12-09,-3.7495433070866224,49164.95,4.243941,4.4279694,-0.1488100000000001,3.625358658674656,2016-12
XTB,PLN,3.70303,509975,2016-12-12,-3.060519275171858,74512.45,4.2195035,4.3925856,-0.11690999999999985,3.6651418726252394,2016-12
XTB,PLN,3.85192,7061,2016-12-13,4.020761376494386,74751.55,4.192941,4.3596484,0.14888999999999974,3.6268943686705737,2016-12
XTB,PLN,3.70303,15806,2016-12-14,-3.8653450746640616,75381.3,4.168503500000001,4.3262866,-0.14888999999999974,3.601006127137049,2016-12
XTB,PLN,3.72433,7530,2016-12-15,0.5752046297221591,75225.35,4.155489,4.298022400000001,0.021300000000000097,3.4557318288732337,2016-12
XTB,PLN,3.71899,10691,2016-12-16,-0.14338149412109757,75636.0,4.1302465,4.2683756,-0.0053400000000003445,3.124958154685502,2016-12
XTB,PLN,3.61277,106836,2016-12-19,-2.856151804656637,80972.3,4.0967745,4.2380908,-0.10621999999999998,3.1280630790548263,2016-12
XTB,PLN,3.81476,12735,2016-12-20,5.591000811012048,81493.15,4.074996499999999,4.2154596,0.20199000000000034,3.439245932902931,2016-12
XTB,PLN,3.87306,8302,2016-12-21,1.5282743868552773,81285.85,4.0561335,4.1919754000000005,0.05830000000000002,3.4673990528129286,2016-12
XTB,PLN,3.77217,2992,2016-12-22,-2.604917042338617,80966.95,4.029574500000001,4.172317,-0.10089000000000015,3.4776736631006218,2016-12
XTB,PLN,3.71899,5709,2016-12-23,-1.4097986039865673,81074.35,3.9976929999999995,4.151702,-0.05318000000000023,3.454386747648401,2016-12
XTB,PLN,3.69251,15656,2016-12-27,-0.7120212745933663,81833.55,3.9644874999999997,4.1282192,-0.026479999999999837,3.4501190188351356,2016-12
XTB,PLN,3.58621,12670,2016-12-28,-2.8788005990505128,81442.7,3.9161395,4.1034604,-0.10630000000000006,3.244669182982405,2016-12
XTB,PLN,3.66054,5813,2016-12-29,2.072661667888953,80467.95,3.8738995000000003,4.0810398,0.07433000000000023,3.323229026343948,2016-12
XTB,PLN,3.70303,8225,2016-12-30,1.1607577024154825,79258.0,3.845471,4.0807206,0.04248999999999992,3.2011257126297843,2016-12
XTB,PLN,3.82528,532,2017-01-02,3.3013505156587852,79198.15,3.8138565,4.0840154,0.12224999999999975,3.122003525236091,2017-01
XTB,PLN,3.80933,343,2017-01-03,-0.41696294127487876,79169.05,3.7833069999999998,4.0838032,-0.015949999999999687,3.12255910322821,2017-01
XTB,PLN,3.75614,28820,2017-01-04,-1.3963085371968331,77804.3,3.7625814999999996,4.081996,-0.05319000000000029,2.9046855281955137,2017-01
XTB,PLN,3.81994,7691,2017-01-05,1.6985522371370632,41173.3,3.756736,4.0787024,0.06380000000000008,2.6767969579300996,2017-01
XTB,PLN,3.91556,7863,2017-01-09,2.5031806782305654,41212.75,3.7540765,4.0730710000000006,0.09562000000000026,2.7338127862862285,2017-01
XTB,PLN,3.83589,4872,2017-01-10,-2.034702571279723,39006.1,3.754874,4.0647823999999995,-0.07967000000000013,2.636234496183855,2017-01
XTB,PLN,3.96875,30453,2017-01-11,3.463602970888102,15030.0,3.7681600000000004,4.059151,0.13285999999999998,2.6342535373384326,2017-01
XTB,PLN,4.35662,21547,2017-01-12,9.773102362204744,15754.3,3.7933949999999994,4.0612770000000005,0.3878700000000004,3.2860874987902697,2017-01
XTB,PLN,4.18134,10205,2017-01-13,-4.0233024684273815,15474.25,3.8173105,4.060853,-0.17528000000000077,3.297724372128555,2017-01
XTB,PLN,4.10159,9121,2017-01-16,-1.9072833110916565,15553.8,3.8361735,4.0579852,-0.07974999999999977,3.3474122055424607,2017-01
XTB,PLN,4.23436,1532,2017-01-17,3.237037344054383,15095.85,3.861942,4.057666,0.13276999999999983,3.396318836975002,2017-01
XTB,PLN,4.25032,9147,2017-01-18,0.3769164643535383,10211.4,3.8938195,4.052565599999999,0.01596000000000064,3.2933051699376006,2017-01
XTB,PLN,4.14418,1998,2017-01-19,-2.497223738447929,9674.55,3.910290500000001,4.0472562,-0.1061399999999999,3.177121212777709,2017-01
XTB,PLN,4.03772,9944,2017-01-20,-2.5689038603535663,9756.65,3.9185235,4.039072999999999,-0.10646000000000022,3.2362711436229503,2017-01
XTB,PLN,4.00598,2971,2017-01-23,-0.7860871977254491,9755.6,3.9302139999999994,4.030255,-0.0317400000000001,3.176626637927841,2017-01
XTB,PLN,4.46283,617649,2017-01-24,11.404200719923718,40352.6,3.9674060000000004,4.0343998,0.4568500000000002,3.99126278001923,2017-01
XTB,PLN,4.61155,1958646,2017-01-25,3.3324146337637695,137502.1,4.013358,4.0427952,0.14871999999999996,4.0030105624070496,2017-01
XTB,PLN,4.94632,822759,2017-01-26,7.259381335993309,178006.55,4.0813635,4.0540582,0.3347699999999998,4.101261001287336,2017-01
XTB,PLN,4.86665,25805,2017-01-27,-1.6106923935370165,179006.15,4.141669,4.0675556,-0.07967000000000013,4.165727383919006,2017-01
XTB,PLN,5.07909,27380,2017-01-30,4.365220428837091,179963.9,4.210472,4.089445,0.21243999999999996,4.21280736603732,2017-01
XTB,PLN,5.11099,34318,2017-01-31,0.6280652636594386,181653.2,4.2747575,4.107188,0.03190000000000026,4.200838385238019,2017-01
XTB,PLN,5.06849,9304,2017-02-01,-0.8315414430472456,182101.25,4.3377155,4.1229136,-0.042500000000000426,4.212011266878583,2017-02
XTB,PLN,5.1216,16440,2017-02-02,1.0478465973100537,181482.25,4.4059885,4.1403392000000006,0.05311000000000021,4.158077937073677,2017-02
XTB,PLN,5.05261,2042,2017-02-03,-1.3470399875039063,181199.8,4.467622,4.156385,-0.06899000000000033,4.211306207012308,2017-02
XTB,PLN,4.94632,2106,2017-02-06,-2.1036652344035955,180911.95,4.51916,4.1692444,-0.10628999999999955,4.278381150443439,2017-02
XTB,PLN,4.88259,8171,2017-02-07,-1.2884326125280898,181076.9,4.5714950000000005,4.1797638,-0.06372999999999962,4.251313410131116,2017-02
XTB,PLN,4.92503,9831,2017-02-08,0.8692108081980843,180045.8,4.619308999999999,4.191132,0.042439999999999145,4.221172757045841,2017-02
XTB,PLN,4.87733,79053,2017-02-09,-0.9685220191552157,182921.1,4.6453445,4.1976151999999995,-0.047699999999999854,3.722353851184378,2017-02
XTB,PLN,4.88259,11257,2017-02-10,0.10784589109207321,182973.7,4.680407,4.2051602,0.0052600000000007086,3.561738711184696,2017-02
XTB,PLN,5.12701,17196,2017-02-13,5.005949711116431,183377.45,4.7316780000000005,4.2222684,0.24441999999999986,3.6165393007763975,2017-02
XTB,PLN,4.78157,198445,2017-02-14,-6.737650209381297,193223.1,4.7590385,4.2287484,-0.34543999999999997,3.9869704640411077,2017-02
XTB,PLN,4.67543,101152,2017-02-15,-2.2197730034277385,197823.35,4.780294,4.2338506,-0.1061399999999999,4.039393502077218,2017-02
XTB,PLN,4.7763,12464,2017-02-16,2.1574486196991316,198346.65,4.8119000000000005,4.2459636,0.10086999999999957,3.9881674211962626,2017-02
XTB,PLN,4.75509,1542,2017-02-17,-0.4440675836944852,197926.55,4.8477685,4.2623284,-0.02120999999999995,3.921848730682679,2017-02
